"","Ctenomys maulinus","Reithrodon auritus","Loxodontomys micropus","Akodon albiventer","Ctenomys opimus","Auliscomys boliviensis","Abrothrix olivaceus","Abrothrix manni","Abrothrix lanosus","Octodon lunatus","Auliscomys sublimis","Octodon bridgesi","Phyllotis magister","Spalacopus cyanus","Euneomys chinchilloides","Euneomys mordax","Chinchillula sahamae","Octodontomys gliroides","Chelemys macronyx","Abrothrix sanborni","Loxodontomys pikumche","Octodon degus","Oligoryzomys longicaudatus","Abrocoma bennettii","Abrothrix andinus","Phyllotis xanthopygus","Geoxus valdivianus","Lagidium viscacia","Phyllotis osgoodi","Abrothrix longipilis","Mus musculus","Abrocoma cinerea","Eligmodontia puerulus","Aconaemys fuscus","Ctenomys fulvus","Aconaemys sagei","Aconaemys porteri","Irenomys tarsalis","Ctenomys magellanicus","Phyllotis darwini","Andinomys edax","Eligmodontia typus","Myocastor coypus"
"Octodon degus",5.4297772438395,18.9615133264605,8.91566697490151,11.6080835073371,10.3352813474327,14.1638714730752,6.47819498319054,8.69036824421989,20.3833371228884,0.0954343263295532,11.6151842018691,4.84276625666361,12.0254249628231,0.242045691267456,21.5878571807939,4.03494360964483,14.0911181251517,13.4340804358811,7.75469187333521,11.4472877779591,2.47826147408447,0,8.71374086837028,2.04014058789198,7.45323095014688,6.12997439962642,9.13289107872967,5.65185180225908,13.9264977567001,8.89959036373316,1.58694425675205,11.5003824733742,11.6475372769663,3.96734537636759,10.1362907793385,6.74076853467925,8.04957308682493,9.5259887115571,19.0071263772717,0.475676625190275,14.1207712702616,18.9113407391984,10.434475709181
"Oligoryzomys longicaudatus",3.34432981358614,10.4778559596441,0.563523531640664,20.3086464548326,19.0133274055534,22.8744580835086,2.25450883648973,0.318905211956649,11.8552162589501,8.64988712170911,20.3144790163546,3.87099505887471,20.7381991686577,8.4720630058678,13.1835865508358,4.90949979709805,22.8022093706095,22.1464542374483,0.992037408407727,2.84437414421648,6.27877341160305,8.71374086837028,0,10.74733235608,16.1304785841227,14.7954559759321,0.464813189156738,14.3196666145817,22.6367295398967,0.764137657184699,10.2997103141403,20.1992862983126,20.3524874503693,4.82010884346956,18.8297580168414,1.99260847524725,0.721618320871853,0.813507027089459,10.4886569592812,9.17499087785423,22.8315061493195,10.2824119649247,1.75086057758078
"Abrocoma bennettii",7.44564706383608,20.9400712150125,10.9374640875728,9.56827001267695,8.29659875337816,12.1417904308559,8.50565927237602,10.7282339367676,22.3675823098097,2.11130287126676,9.5752478122374,6.87696939529075,9.99120868055874,2.28205629861542,23.546550196606,5.99677606626635,12.068235327882,11.4089403206114,9.78323067743437,13.4873367788189,4.48414986615295,2.04014058789198,10.74733235608,0,5.41603364087324,4.09837402019653,11.1626619601372,3.62060526864948,11.9050565407794,10.9148649911541,0.462362853087472,9.46041038582071,9.60848283193072,5.97128857780424,8.09617065728849,8.77874138569869,10.0774651648479,11.5587096116684,20.9918524930727,1.60009277968442,12.0984678098709,20.9177068294936,12.4617284057187
"Abrothrix andinus",12.8023021946086,26.1667996547418,16.2921613563541,4.19472919093922,2.88394687818049,6.93116832733903,13.8792007963885,16.1242317074413,27.6049376799442,7.52653971271138,4.19754601547432,12.2685605492735,4.70045228413954,7.69451835399436,28.7179836045516,11.2936152510675,6.85241146006911,6.18475040047801,15.1557906642432,18.8934226703125,9.85170541749252,7.45323095014688,16.1304785841227,5.41603364087324,0,1.3377023458968,16.5353507138293,1.81113104607891,6.70306099903938,16.2556423143374,5.87569995724919,4.08193662569318,4.25274497858381,11.3209037501581,2.70752534739033,14.1768653447784,15.4478922809467,16.9383847632547,26.2335130808321,7.01528170929058,6.88674738951399,26.2140328911887,17.8258543056876
"Phyllotis xanthopygus",11.4656657875421,24.834306262795,14.9550030722782,5.53165462430456,4.21790053854181,8.24238757566079,12.5435428940213,14.7912405510852,26.2718137366164,6.20506575611737,5.53480474801147,10.9355946445483,6.0239378579444,6.37062643611143,27.3906616508851,9.95591515376347,8.16459012433837,7.49720589483593,13.8198358312687,17.5628160701285,8.51683344990028,6.12997439962642,14.7954559759321,4.09837402019653,1.3377023458968,0,15.1992314887679,0.478122872570936,8.01183497069009,14.9180842673013,4.55989697175048,5.41921037946782,5.58761822269956,9.98424283791645,4.04497560734472,12.8446930832213,14.1117253578126,15.6028674834968,24.8999292935234,5.69838412790628,8.19810773282587,24.8773098629221,16.4890295369604
"Geoxus valdivianus",3.73527667115209,10.0182893737965,0.399633467431653,20.7177712643969,19.4169270538297,23.2963841440239,2.65766161772686,0.687535293995427,11.3987676035707,9.07064278693545,20.7231745218954,4.29230842519847,21.153719886579,8.89157993326981,12.721922668863,5.28323736175768,23.2237921542485,22.566971380016,1.37998614403378,2.53527513253838,6.68597952842633,9.13289107872967,0.464813189156738,11.1626619601372,16.5353507138293,15.1992314887679,0,14.7242336339589,23.0588739405599,0.602872630539713,10.7173506470712,20.6078808464645,20.7632569347606,5.21609718040974,19.2371159016568,2.43639271998852,1.08754343135637,0.425838540138258,10.0309896906151,9.59655310821423,23.2533340554981,9.835045788534,1.30632949836129
"Lagidium viscacia",10.9911992357794,24.3718149223614,14.4812787345336,6.00159969799248,4.69381516249012,8.69370487784393,12.068166173947,14.3145317140373,25.8086065989593,5.72696168448763,6.00535100872204,10.4588461530732,6.48326844963983,5.89251050044485,26.9329890736607,9.48463500589651,8.61645858116803,7.94958064142562,13.3446950793704,17.0854759755584,8.04091598170223,5.65185180225908,14.3196666145817,3.62060526864948,1.81113104607891,0.478122872570936,14.7242336339589,0,8.46199041014123,14.4453606044272,4.08225910144769,5.88980655757448,6.05510905594623,9.50981001736485,4.51624473806543,12.3677099045814,13.6367695972132,15.1273978114557,24.4362307015337,5.22054214410311,8.64952237123521,24.409157612975,16.0147894277143
"Phyllotis osgoodi",19.3501919686562,32.8160546041956,22.8406622891841,2.70043060315838,4.06595491380584,0.239011973000189,20.4046771662883,22.6027124987923,34.2495161136278,13.9882318462743,2.71707774378611,18.7671566936927,2.03332212775084,14.1675686870911,35.3903344078214,17.8890624457169,0.177892497018009,0.525619503038716,21.6811190977362,25.3323024523575,16.3890178964666,13.9264977567001,22.6367295398967,11.9050565407794,6.70306099903938,8.01183497069009,23.0588739405599,8.46199041014123,0,22.8198316639442,12.3444933766187,2.81942373729148,2.58347131600967,17.8762551271582,4.08894075358713,20.6552982792626,21.9760549839509,23.4497298545372,32.87528373093,13.4623995829967,0.198155057018257,32.8200922950291,24.3609581148407
"Abrothrix longipilis",3.4702368886419,10.1235698201155,0.218775718458861,20.4456513674711,19.1324207783411,23.0566315840205,2.44575531620205,1.08163871196858,11.5254718505612,8.84194251975163,20.4500110977707,4.09258605097613,20.8974935597666,8.65992893855004,12.8025700038206,4.96663852300725,22.9831000748807,22.3235651447055,1.22760499285099,3.03140516897038,6.43081567848277,8.89959036373316,0.764137657184699,10.9148649911541,16.2556423143374,14.9180842673013,0.602872630539713,14.4453606044272,22.8198316639442,0,10.4764697826197,20.3345291538553,20.4951473344369,4.94458103202856,18.9615095671921,2.35202840943083,0.951412956561685,0.961366509027729,10.1514047400189,9.36880854412006,23.0133210119747,10.0146327592448,1.60951651572386
"Mus musculus",7.0063350267318,20.5168087860291,10.4961707067475,10.0222433371043,8.7550701538457,12.5815962434473,8.06136631639763,10.2773108690648,21.9423405288319,1.65513688221443,10.0295718910428,6.42875210930393,10.438795200025,1.82896219900413,23.1304236389518,5.57425668580646,12.5084883368645,11.8504667278705,9.33850322960724,13.0330815377991,4.04651286877585,1.58694425675205,10.2997103141403,0.462362853087472,5.87569995724919,4.55989697175048,10.7173506470712,4.08225910144769,12.3444933766187,10.4764697826197,0,9.91485689256596,10.0610090524484,5.53573032337273,8.55218309909371,8.32771093994703,9.63310108810615,11.1116710040126,20.5663493726701,1.13958472265793,12.5383958788987,20.4837867717903,12.0178479331708
"Abrocoma cinerea",16.877303515779,30.2430359432961,20.3688897781813,0.120104962217076,1.26641663040095,3.01987835539473,17.9506047981884,20.1866265467911,31.6821476559859,11.5699803752927,0.115621587754853,16.3324334674934,0.858922211393501,11.7423654326179,32.784617916317,15.3744225477192,2.93707039501911,2.29923321574473,19.227951812912,22.9476648545174,13.9220451895138,11.5003824733742,20.1992862983126,9.46041038582071,4.08193662569318,5.41921037946782,20.6078808464645,5.88980655757448,2.81942373729148,20.3345291538553,9.91485689256596,0,0.254872709390404,15.3962620466713,1.37453019668199,18.2375861397078,19.5207586105869,21.0087119708813,30.3114992804204,11.0515871548909,2.97609724010916,30.2958533833667,21.9009883822371
"Eligmodontia puerulus",17.0349068283365,30.4193061022438,20.5274046815459,0.16050213678657,1.48573822209227,2.78852218219828,18.1056525960576,20.336607239546,31.8576128253463,11.7159510527094,0.197965802372124,16.4838715549081,0.604136953894823,11.8895799739823,32.9666109892881,15.5381629891406,2.70596872218581,2.06076904500831,19.3832714993605,23.0937439882131,14.0773717848494,11.6475372769663,20.3524874503693,9.60848283193072,4.25274497858381,5.58761822269956,20.7632569347606,6.05510905594623,2.58347131600967,20.4951473344369,10.0610090524484,0.254872709390404,0,15.5543941829851,1.55481979947463,18.3871784916789,19.6764928266277,21.16267457125,30.4862515193462,11.1959132671734,2.7444681858391,30.4642330069878,22.0580576953864
"Aconaemys fuscus",1.4814240128627,14.9960163614106,4.97301432727605,15.5067489918707,14.2015579027662,18.1128996858883,2.56566921467574,4.83888255255465,16.4164753805532,3.91472274712289,15.5116529925365,1.0713274144589,15.953418715486,3.73029780956478,17.6306082301008,0.439310415300289,18.0392049079378,17.3793123720864,3.83797690463875,7.62708238172919,1.48988877521959,3.96734537636759,4.82010884346956,5.97128857780424,11.3209037501581,9.98424283791645,5.21609718040974,9.50981001736485,17.8762551271582,4.94458103202856,5.53573032337273,15.3962620466713,15.5543941829851,0,14.0243928391777,2.9240147472638,4.12860609226812,5.62288863473107,15.0402548010741,4.44042818120728,18.0695435425962,14.9480575413879,6.50502692715915
"Ctenomys fulvus",15.5056003599491,28.8695698783757,18.9966611449061,1.48811048486497,0.364772839617879,4.30607233211033,16.5801344721701,18.8191962017237,30.3084581333033,10.2069235757,1.49015092390468,14.9642825326447,2.05584878773411,10.3781597730765,31.4136351400736,14.0006116863912,4.22473244005084,3.56351797639966,17.857273251182,21.5830297817382,12.5517010755001,10.1362907793385,18.8297580168414,8.09617065728849,2.70752534739033,4.04497560734472,19.2371159016568,4.51624473806543,4.08894075358713,18.9615095671921,8.55218309909371,1.37453019668199,1.55481979947463,14.0243928391777,0,16.8705704026908,18.1498509480022,19.6387030630445,28.9376263536478,9.69023691349391,4.26158699344581,28.9213330227122,20.5293488844742
"Aconaemys sagei",1.52359690392584,12.440971253345,2.29888918334002,18.3460333363184,17.0607928603564,20.8932565370873,0.562240958564637,1.94959999689447,13.8290020489894,6.67444545820967,18.3525795382954,1.91060589642435,18.7655802243161,6.49876330653738,15.1342299196744,3.0919887088798,20.8214128236666,20.1669958706121,1.12451864171339,4.72118397566731,4.33612775401605,6.74076853467925,1.99260847524725,8.77874138569869,14.1768653447784,12.8446930832213,2.43639271998852,12.3677099045814,20.6552982792626,2.35202840943083,8.32771093994703,18.2375861397078,18.3871784916789,2.9240147472638,16.8705704026908,0,1.4069573124414,2.80488479233473,12.4589853931231,7.19787939565963,20.8504218187024,12.2713586514449,3.74048492741042
